PlotObservationID,TV2_releve_number,RS_CODE,Releve_area_m2,Longitude,Latitude,year,veg_type0,RS_CODE_PLOT,n_surveys
15645,48,CZ_0018,16,14.095139,48.810194,2017,TD_wet,CZ_0018_3,15
15646,49,CZ_0018,16,14.095139,48.810194,2018,TD_wet,CZ_0018_3,15
15647,50,CZ_0018,16,14.095139,48.810194,2019,TD_wet,CZ_0018_3,15
15648,51,CZ_0018,16,14.095139,48.810194,2020,TD_wet,CZ_0018_3,15
15649,52,CZ_0018,16,14.095139,48.810194,2021,TD_wet,CZ_0018_3,15
801021,NA,CZ_0018,16,14.09513888888889,48.81019444444444,2022,TD_wet,CZ_0018_3,15
801022,NA,CZ_0018,16,14.09513888888889,48.81019444444444,2023,TD_wet,CZ_0018_3,15
15663,66,CZ_0018,16,14.163306,48.873861,2009,TD_mesic,CZ_0018_4,15
15664,67,CZ_0018,16,14.163306,48.873861,2010,TD_mesic,CZ_0018_4,15
15665,68,CZ_0018,16,14.163306,48.873861,2011,TD_mesic,CZ_0018_4,15
15666,69,CZ_0018,16,14.163306,48.873861,2012,TD_mesic,CZ_0018_4,15
15667,70,CZ_0018,16,14.163306,48.873861,2013,TD_mesic,CZ_0018_4,15
15668,71,CZ_0018,16,14.163306,48.873861,2014,TD_mesic,CZ_0018_4,15
15669,72,CZ_0018,16,14.163306,48.873861,2015,TD_mesic,CZ_0018_4,15
15670,73,CZ_0018,16,14.163306,48.873861,2016,TD_mesic,CZ_0018_4,15
15671,74,CZ_0018,16,14.163306,48.873861,2017,TD_mesic,CZ_0018_4,15
15672,75,CZ_0018,16,14.163306,48.873861,2018,TD_mesic,CZ_0018_4,15
15673,76,CZ_0018,16,14.163306,48.873861,2019,TD_mesic,CZ_0018_4,15
15674,77,CZ_0018,16,14.163306,48.873861,2020,TD_mesic,CZ_0018_4,15
15675,78,CZ_0018,16,14.163306,48.873861,2021,TD_mesic,CZ_0018_4,15
801025,NA,CZ_0018,16,14.163305555555556,48.87386111111111,2022,TD_mesic,CZ_0018_4,15
801026,NA,CZ_0018,16,14.163305555555556,48.87386111111111,2023,TD_mesic,CZ_0018_4,15
15689,92,CZ_0018,16,14.1615,48.875611,2009,TD_wet,CZ_0018_5,15
15690,93,CZ_0018,16,14.1615,48.875611,2010,TD_wet,CZ_0018_5,15
15691,94,CZ_0018,16,14.1615,48.875611,2011,TD_wet,CZ_0018_5,15
15692,95,CZ_0018,16,14.1615,48.875611,2012,TD_wet,CZ_0018_5,15
15693,96,CZ_0018,16,14.1615,48.875611,2013,TD_wet,CZ_0018_5,15
15694,97,CZ_0018,16,14.1615,48.875611,2014,TD_wet,CZ_0018_5,15
15695,98,CZ_0018,16,14.1615,48.875611,2015,TD_wet,CZ_0018_5,15
15696,99,CZ_0018,16,14.1615,48.875611,2016,TD_wet,CZ_0018_5,15
15697,100,CZ_0018,16,14.1615,48.875611,2017,TD_wet,CZ_0018_5,15
15698,101,CZ_0018,16,14.1615,48.875611,2018,TD_wet,CZ_0018_5,15
15699,102,CZ_0018,16,14.1615,48.875611,2019,TD_wet,CZ_0018_5,15
15700,103,CZ_0018,16,14.1615,48.875611,2020,TD_wet,CZ_0018_5,15
15701,104,CZ_0018,16,14.1615,48.875611,2021,TD_wet,CZ_0018_5,15
801029,NA,CZ_0018,16,14.1615,48.87561111111111,2022,TD_wet,CZ_0018_5,15
801030,NA,CZ_0018,16,14.1615,48.87561111111111,2023,TD_wet,CZ_0018_5,15
15715,118,CZ_0018,16,14.180417,48.849583,2009,TD_wet,CZ_0018_6,15
15716,119,CZ_0018,16,14.180417,48.849583,2010,TD_wet,CZ_0018_6,15
15717,120,CZ_0018,16,14.180417,48.849583,2011,TD_wet,CZ_0018_6,15
15718,121,CZ_0018,16,14.180417,48.849583,2012,TD_wet,CZ_0018_6,15
15719,122,CZ_0018,16,14.180417,48.849583,2013,TD_wet,CZ_0018_6,15
15720,123,CZ_0018,16,14.180417,48.849583,2014,TD_wet,CZ_0018_6,15
15721,124,CZ_0018,16,14.180417,48.849583,2015,TD_wet,CZ_0018_6,15
15722,125,CZ_0018,16,14.180417,48.849583,2016,TD_wet,CZ_0018_6,15
15723,126,CZ_0018,16,14.180417,48.849583,2017,TD_wet,CZ_0018_6,15
15724,127,CZ_0018,16,14.180417,48.849583,2018,TD_wet,CZ_0018_6,15
15725,128,CZ_0018,16,14.180417,48.849583,2019,TD_wet,CZ_0018_6,15
15726,129,CZ_0018,16,14.180417,48.849583,2020,TD_wet,CZ_0018_6,15
15727,130,CZ_0018,16,14.180417,48.849583,2021,TD_wet,CZ_0018_6,15
801033,NA,CZ_0018,16,14.180416666666666,48.849583333333335,2022,TD_wet,CZ_0018_6,15
801034,NA,CZ_0018,16,14.180416666666666,48.849583333333335,2023,TD_wet,CZ_0018_6,15
15728,131,CZ_0018,16,14.180639,48.8495,2010,TD_wet,CZ_0018_7,14
15729,132,CZ_0018,16,14.180639,48.8495,2011,TD_wet,CZ_0018_7,14
15730,133,CZ_0018,16,14.180639,48.8495,2012,TD_wet,CZ_0018_7,14
15731,134,CZ_0018,16,14.180639,48.8495,2013,TD_wet,CZ_0018_7,14
15732,135,CZ_0018,16,14.180639,48.8495,2014,TD_wet,CZ_0018_7,14
15733,136,CZ_0018,16,14.180639,48.8495,2015,TD_wet,CZ_0018_7,14
15734,137,CZ_0018,16,14.180639,48.8495,2016,TD_wet,CZ_0018_7,14
15735,138,CZ_0018,16,14.180639,48.8495,2017,TD_wet,CZ_0018_7,14
15736,139,CZ_0018,16,14.180639,48.8495,2018,TD_wet,CZ_0018_7,14
15737,140,CZ_0018,16,14.180639,48.8495,2019,TD_wet,CZ_0018_7,14
15738,141,CZ_0018,16,14.180639,48.8495,2020,TD_wet,CZ_0018_7,14
15739,142,CZ_0018,16,14.180639,48.8495,2021,TD_wet,CZ_0018_7,14
801035,NA,CZ_0018,16,14.180638888888888,48.8495,2022,TD_wet,CZ_0018_7,14
801036,NA,CZ_0018,16,14.180638888888888,48.8495,2023,TD_wet,CZ_0018_7,14
15753,156,CZ_0018,16,14.095139,48.811028,2009,TD_wet,CZ_0018_8,15
15754,157,CZ_0018,16,14.095139,48.811028,2010,TD_wet,CZ_0018_8,15
15755,158,CZ_0018,16,14.095139,48.811028,2011,TD_wet,CZ_0018_8,15
15756,159,CZ_0018,16,14.095139,48.811028,2012,TD_wet,CZ_0018_8,15
15757,160,CZ_0018,16,14.095139,48.811028,2013,TD_wet,CZ_0018_8,15
15758,161,CZ_0018,16,14.095139,48.811028,2014,TD_wet,CZ_0018_8,15
15759,162,CZ_0018,16,14.095139,48.811028,2015,TD_wet,CZ_0018_8,15
15760,163,CZ_0018,16,14.095139,48.811028,2016,TD_wet,CZ_0018_8,15
15761,164,CZ_0018,16,14.095139,48.811028,2017,TD_wet,CZ_0018_8,15
15762,165,CZ_0018,16,14.095139,48.811028,2018,TD_wet,CZ_0018_8,15
15763,166,CZ_0018,16,14.095139,48.811028,2019,TD_wet,CZ_0018_8,15
15764,167,CZ_0018,16,14.095139,48.811028,2020,TD_wet,CZ_0018_8,15
15765,168,CZ_0018,16,14.095139,48.811028,2021,TD_wet,CZ_0018_8,15
801039,NA,CZ_0018,16,14.09513888888889,48.811027777777774,2022,TD_wet,CZ_0018_8,15
801040,NA,CZ_0018,16,14.09513888888889,48.811027777777774,2023,TD_wet,CZ_0018_8,15
15778,181,CZ_0018,16,14.168306,48.879639,2010,TD_wet,CZ_0018_9,14
15779,182,CZ_0018,16,14.168306,48.879639,2011,TD_wet,CZ_0018_9,14
15780,183,CZ_0018,16,14.168306,48.879639,2012,TD_wet,CZ_0018_9,14
15781,184,CZ_0018,16,14.168306,48.879639,2013,TD_wet,CZ_0018_9,14
15782,185,CZ_0018,16,14.168306,48.879639,2014,TD_wet,CZ_0018_9,14
15783,186,CZ_0018,16,14.168306,48.879639,2015,TD_wet,CZ_0018_9,14
15784,187,CZ_0018,16,14.168306,48.879639,2016,TD_wet,CZ_0018_9,14
15785,188,CZ_0018,16,14.168306,48.879639,2017,TD_wet,CZ_0018_9,14
15786,189,CZ_0018,16,14.168306,48.879639,2018,TD_wet,CZ_0018_9,14
15787,190,CZ_0018,16,14.168306,48.879639,2019,TD_wet,CZ_0018_9,14
15788,191,CZ_0018,16,14.168306,48.879639,2020,TD_wet,CZ_0018_9,14
15789,192,CZ_0018,16,14.168306,48.879639,2021,TD_wet,CZ_0018_9,14
801043,NA,CZ_0018,16,14.168305555555555,48.87963888888889,2022,TD_wet,CZ_0018_9,14
801044,NA,CZ_0018,16,14.168305555555555,48.87963888888889,2023,TD_wet,CZ_0018_9,14
6266,907485,CZ_0019_003,4,13.978333,48.915833,1993,TD_mesic,CZ_0019_003_1,16
6267,907486,CZ_0019_003,4,13.978333,48.915833,1994,TD_mesic,CZ_0019_003_1,16
6268,907487,CZ_0019_003,4,13.978333,48.915833,1995,TD_mesic,CZ_0019_003_1,16
6269,907488,CZ_0019_003,4,13.978333,48.915833,1996,TD_mesic,CZ_0019_003_1,16
6270,907489,CZ_0019_003,4,13.978333,48.915833,1997,TD_mesic,CZ_0019_003_1,16
6271,907490,CZ_0019_003,4,13.978333,48.915833,1998,TD_mesic,CZ_0019_003_1,16
6272,907491,CZ_0019_003,4,13.978333,48.915833,1999,TD_mesic,CZ_0019_003_1,16
6273,907492,CZ_0019_003,4,13.978333,48.915833,2000,TD_mesic,CZ_0019_003_1,16
6274,907493,CZ_0019_003,4,13.978333,48.915833,2001,TD_mesic,CZ_0019_003_1,16
6275,907494,CZ_0019_003,4,13.978333,48.915833,2002,TD_mesic,CZ_0019_003_1,16
6276,907495,CZ_0019_003,4,13.978333,48.915833,2003,TD_mesic,CZ_0019_003_1,16
6277,907496,CZ_0019_003,4,13.978333,48.915833,2004,TD_mesic,CZ_0019_003_1,16
6278,907497,CZ_0019_003,4,13.978333,48.915833,2005,TD_mesic,CZ_0019_003_1,16
6279,907498,CZ_0019_003,4,13.978333,48.915833,2006,TD_mesic,CZ_0019_003_1,16
6280,907499,CZ_0019_003,4,13.978333,48.915833,2007,TD_mesic,CZ_0019_003_1,16
6281,907500,CZ_0019_003,4,13.978333,48.915833,2008,TD_mesic,CZ_0019_003_1,16
6410,907629,CZ_0019_004,4,17.298278,48.964583,2002,TFG,CZ_0019_004_1,5
6414,907633,CZ_0019_004,4,17.298278,48.964583,2003,TFG,CZ_0019_004_1,5
6418,907637,CZ_0019_004,4,17.298278,48.964583,2004,TFG,CZ_0019_004_1,5
6422,907641,CZ_0019_004,4,17.298278,48.964583,2005,TFG,CZ_0019_004_1,5
6426,907645,CZ_0019_004,4,17.298278,48.964583,2006,TFG,CZ_0019_004_1,5
6411,907630,CZ_0019_004,4,17.298083,48.964611,2002,TFG,CZ_0019_004_2,5
6415,907634,CZ_0019_004,4,17.298083,48.964611,2003,TFG,CZ_0019_004_2,5
6419,907638,CZ_0019_004,4,17.298083,48.964611,2004,TFG,CZ_0019_004_2,5
6423,907642,CZ_0019_004,4,17.298083,48.964611,2005,TFG,CZ_0019_004_2,5
6427,907646,CZ_0019_004,4,17.298083,48.964611,2006,TFG,CZ_0019_004_2,5
6412,907631,CZ_0019_004,4,17.298194,48.964528,2002,TFG,CZ_0019_004_3,5
6416,907635,CZ_0019_004,4,17.298194,48.964528,2003,TFG,CZ_0019_004_3,5
6420,907639,CZ_0019_004,4,17.298194,48.964528,2004,TFG,CZ_0019_004_3,5
6424,907643,CZ_0019_004,4,17.298194,48.964528,2005,TFG,CZ_0019_004_3,5
6428,907647,CZ_0019_004,4,17.298194,48.964528,2006,TFG,CZ_0019_004_3,5
6413,907632,CZ_0019_004,4,17.298167,48.964667,2002,TFG,CZ_0019_004_4,5
6417,907636,CZ_0019_004,4,17.298167,48.964667,2003,TFG,CZ_0019_004_4,5
6421,907640,CZ_0019_004,4,17.298167,48.964667,2004,TFG,CZ_0019_004_4,5
6425,907644,CZ_0019_004,4,17.298167,48.964667,2005,TFG,CZ_0019_004_4,5
6429,907648,CZ_0019_004,4,17.298167,48.964667,2006,TFG,CZ_0019_004_4,5
6314,907533,CZ_0019_006,1,18.25345,49.426,2002,TD_wet,CZ_0019_006_1,5
6338,907557,CZ_0019_006,1,18.25345,49.426,2005,TD_wet,CZ_0019_006_1,5
6362,907581,CZ_0019_006,1,18.25345,49.426,2015,TD_wet,CZ_0019_006_1,5
6386,907605,CZ_0019_006,1,18.25345,49.426,2016,TD_wet,CZ_0019_006_1,5
908266,NA,CZ_0019_006,1,18.25345,49.426,2019,TD_wet,CZ_0019_006_1,5
6318,907537,CZ_0019_006,1,18.253225,49.425922,2002,TD_wet,CZ_0019_006_2,5
6342,907561,CZ_0019_006,1,18.253225,49.425922,2005,TD_wet,CZ_0019_006_2,5
6366,907585,CZ_0019_006,1,18.253225,49.425922,2015,TD_wet,CZ_0019_006_2,5
6390,907609,CZ_0019_006,1,18.253225,49.425922,2016,TD_wet,CZ_0019_006_2,5
908267,NA,CZ_0019_006,1,18.253225,49.425922,2019,TD_wet,CZ_0019_006_2,5
6322,907541,CZ_0019_006,1,18.252647,49.425958,2002,TD_wet,CZ_0019_006_3,5
6346,907565,CZ_0019_006,1,18.252647,49.425958,2005,TD_wet,CZ_0019_006_3,5
6370,907589,CZ_0019_006,1,18.252647,49.425958,2015,TD_wet,CZ_0019_006_3,5
6394,907613,CZ_0019_006,1,18.252647,49.425958,2016,TD_wet,CZ_0019_006_3,5
908268,NA,CZ_0019_006,1,18.252647,49.425958,2019,TD_wet,CZ_0019_006_3,5
6326,907545,CZ_0019_006,1,18.252031,49.425481,2002,R,CZ_0019_006_4,5
6350,907569,CZ_0019_006,1,18.252031,49.425481,2005,R,CZ_0019_006_4,5
6374,907593,CZ_0019_006,1,18.252031,49.425481,2015,R,CZ_0019_006_4,5
6398,907617,CZ_0019_006,1,18.252031,49.425481,2016,R,CZ_0019_006_4,5
908269,NA,CZ_0019_006,1,18.252031,49.426406,2019,R,CZ_0019_006_4,5
6330,907549,CZ_0019_006,1,18.251756,49.426406,2002,TD_wet,CZ_0019_006_5,5
6354,907573,CZ_0019_006,1,18.251756,49.426406,2005,TD_wet,CZ_0019_006_5,5
6378,907597,CZ_0019_006,1,18.251756,49.426406,2015,TD_wet,CZ_0019_006_5,5
6402,907621,CZ_0019_006,1,18.251756,49.426406,2016,TD_wet,CZ_0019_006_5,5
908270,NA,CZ_0019_006,1,18.251756,49.426406,2019,TD_wet,CZ_0019_006_5,5
6334,907553,CZ_0019_006,1,18.251647,49.426583,2002,TD_mesic,CZ_0019_006_6,5
6358,907577,CZ_0019_006,1,18.251647,49.426583,2005,TD_mesic,CZ_0019_006_6,5
6382,907601,CZ_0019_006,1,18.251647,49.426583,2015,TD_mesic,CZ_0019_006_6,5
6406,907625,CZ_0019_006,1,18.251647,49.426583,2016,TD_mesic,CZ_0019_006_6,5
908271,NA,CZ_0019_006,1,18.251647,49.426583,2019,TD_mesic,CZ_0019_006_6,5
6050,907269,CZ_0019_008,25,15.159056,50.108389,1997,TD_mesic,CZ_0019_008_1,20
6051,907270,CZ_0019_008,25,15.159056,50.108389,1998,TD_mesic,CZ_0019_008_1,20
6052,907271,CZ_0019_008,25,15.159056,50.108389,1999,TD_mesic,CZ_0019_008_1,20
6053,907272,CZ_0019_008,25,15.159056,50.108389,2000,TD_mesic,CZ_0019_008_1,20
6054,907273,CZ_0019_008,25,15.159056,50.108389,2001,TD_mesic,CZ_0019_008_1,20
6055,907274,CZ_0019_008,25,15.159056,50.108389,2002,TD_mesic,CZ_0019_008_1,20
6056,907275,CZ_0019_008,25,15.159056,50.108389,2003,TD_mesic,CZ_0019_008_1,20
6057,907276,CZ_0019_008,25,15.159056,50.108389,2004,TD_mesic,CZ_0019_008_1,20
6058,907277,CZ_0019_008,25,15.159056,50.108389,2005,TD_mesic,CZ_0019_008_1,20
6059,907278,CZ_0019_008,25,15.159056,50.108389,2006,TD_mesic,CZ_0019_008_1,20
6060,907279,CZ_0019_008,25,15.159056,50.108389,2007,TD_mesic,CZ_0019_008_1,20
6061,907280,CZ_0019_008,25,15.159056,50.108389,2008,TD_mesic,CZ_0019_008_1,20
6062,907281,CZ_0019_008,25,15.159056,50.108389,2009,TD_mesic,CZ_0019_008_1,20
6063,907282,CZ_0019_008,25,15.159056,50.108389,2010,TD_mesic,CZ_0019_008_1,20
6064,907283,CZ_0019_008,25,15.159056,50.108389,2011,TD_mesic,CZ_0019_008_1,20
6065,907284,CZ_0019_008,25,15.159056,50.108389,2012,TD_mesic,CZ_0019_008_1,20
6066,907285,CZ_0019_008,25,15.159056,50.108389,2013,TD_mesic,CZ_0019_008_1,20
6067,907286,CZ_0019_008,25,15.159056,50.108389,2014,TD_mesic,CZ_0019_008_1,20
6068,907287,CZ_0019_008,25,15.159056,50.108389,2015,TD_mesic,CZ_0019_008_1,20
6069,907288,CZ_0019_008,25,15.159056,50.108389,2016,TD_mesic,CZ_0019_008_1,20
6047,907266,CZ_0019_009,NA,15.123056,50.113333,2000,M,CZ_0019_009_1,3
6048,907267,CZ_0019_009,NA,15.123056,50.113333,2011,M,CZ_0019_009_1,3
6049,907268,CZ_0019_009,NA,15.123056,50.113333,2015,M,CZ_0019_009_1,3
6044,907263,CZ_0019_010,NA,13.842778,58.140556,1998,M,CZ_0019_010_1,3
6045,907264,CZ_0019_010,NA,13.842778,58.140556,2008,M,CZ_0019_010_1,3
6046,907265,CZ_0019_010,NA,13.842778,58.140556,2015,M,CZ_0019_010_1,3
6070,907289,CZ_0019_011,NA,15.379694,49.704028,1978,TD_wet,CZ_0019_011_1,3
6071,907290,CZ_0019_011,NA,15.379694,49.704028,1986,TD_wet,CZ_0019_011_1,3
6072,907291,CZ_0019_011,9,15.379694,49.704028,2005,TD_wet,CZ_0019_011_1,3
6096,907315,CZ_0019_011,NA,15.36675,49.703361,1978,R,CZ_0019_011_10,3
6097,907316,CZ_0019_011,NA,15.36675,49.703361,1986,R,CZ_0019_011_10,3
6098,907317,CZ_0019_011,9,15.36675,49.703361,2005,R,CZ_0019_011_10,3
6099,907318,CZ_0019_011,NA,15.366389,49.703417,1978,TD_wet,CZ_0019_011_11,3
6100,907319,CZ_0019_011,NA,15.366389,49.703417,1986,TD_wet,CZ_0019_011_11,3
6102,907321,CZ_0019_011,9,15.366389,49.703417,2005,TD_wet,CZ_0019_011_11,3
6103,907322,CZ_0019_011,NA,15.366444,49.703083,1978,TD_wet,CZ_0019_011_12,2
6104,907323,CZ_0019_011,NA,15.366444,49.703083,1984,TD_wet,CZ_0019_011_12,2
6105,907324,CZ_0019_011,NA,15.366444,49.703083,1986,TD_wet,CZ_0019_011_13,2
6106,907325,CZ_0019_011,9,15.366444,49.703083,2005,TD_wet,CZ_0019_011_13,2
6107,907326,CZ_0019_011,NA,15.363194,49.717083,1978,TD_wet,CZ_0019_011_14,3
6108,907327,CZ_0019_011,NA,15.363194,49.717083,1986,TD_wet,CZ_0019_011_14,3
6109,907328,CZ_0019_011,9,15.363194,49.717083,2005,TD_wet,CZ_0019_011_14,3
6110,907329,CZ_0019_011,NA,15.362167,49.719028,1978,TD_wet,CZ_0019_011_15,3
6111,907330,CZ_0019_011,NA,15.362167,49.719028,1986,TD_wet,CZ_0019_011_15,3
6112,907331,CZ_0019_011,9,15.362167,49.719028,2005,TD_wet,CZ_0019_011_15,3
6113,907332,CZ_0019_011,NA,15.360972,49.719028,1978,TD_wet,CZ_0019_011_16,3
6114,907333,CZ_0019_011,NA,15.360972,49.719028,1988,TD_wet,CZ_0019_011_16,3
6115,907334,CZ_0019_011,9,15.360972,49.719028,2005,TD_wet,CZ_0019_011_16,3
6116,907335,CZ_0019_011,NA,15.362944,49.719306,1977,TD_wet,CZ_0019_011_17,3
6117,907336,CZ_0019_011,NA,15.362944,49.719306,1989,TD_wet,CZ_0019_011_17,3
6118,907337,CZ_0019_011,9,15.362944,49.719306,2005,TD_wet,CZ_0019_011_17,3
6119,907338,CZ_0019_011,NA,15.359667,49.719222,1986,TD_wet,CZ_0019_011_18,2
6120,907339,CZ_0019_011,9,15.359667,49.719222,2005,TD_wet,CZ_0019_011_18,2
6121,907340,CZ_0019_011,NA,15.362583,49.718583,1986,TD_wet,CZ_0019_011_19,2
6122,907341,CZ_0019_011,9,15.362583,49.718583,2005,TD_wet,CZ_0019_011_19,2
6073,907292,CZ_0019_011,NA,15.379861,49.704833,1978,TD_wet,CZ_0019_011_2,3
6074,907293,CZ_0019_011,NA,15.379861,49.704833,1986,TD_wet,CZ_0019_011_2,3
6075,907294,CZ_0019_011,9,15.379861,49.704833,2005,TD_wet,CZ_0019_011_2,3
6076,907295,CZ_0019_011,NA,15.376778,49.704361,1978,TD_wet,CZ_0019_011_3,3
6077,907296,CZ_0019_011,NA,15.376778,49.704361,1988,TD_wet,CZ_0019_011_3,3
6078,907297,CZ_0019_011,9,15.376778,49.704361,2005,TD_wet,CZ_0019_011_3,3
6079,907298,CZ_0019_011,NA,15.375917,49.704972,1978,TD_mesic,CZ_0019_011_4,3
6080,907299,CZ_0019_011,NA,15.375917,49.704972,1988,TD_mesic,CZ_0019_011_4,3
6081,907300,CZ_0019_011,9,15.375917,49.704972,2005,TD_mesic,CZ_0019_011_4,3
6082,907301,CZ_0019_011,NA,15.371833,49.705972,1978,TD_wet,CZ_0019_011_5,3
6083,907302,CZ_0019_011,NA,15.371833,49.705972,1986,TD_wet,CZ_0019_011_5,3
6084,907303,CZ_0019_011,9,15.371833,49.705972,2005,TD_wet,CZ_0019_011_5,3
6085,907304,CZ_0019_011,NA,15.376222,49.704306,1978,TD_wet,CZ_0019_011_6,2
6086,907305,CZ_0019_011,9,15.376222,49.704306,2005,TD_wet,CZ_0019_011_6,2
6087,907306,CZ_0019_011,NA,15.377778,49.70425,1978,TE,CZ_0019_011_7,3
6088,907307,CZ_0019_011,NA,15.377778,49.70425,1986,TE,CZ_0019_011_7,3
6089,907308,CZ_0019_011,9,15.377778,49.70425,2005,TE,CZ_0019_011_7,3
6090,907309,CZ_0019_011,NA,15.376889,49.705028,1978,TD_wet,CZ_0019_011_8,3
6091,907310,CZ_0019_011,NA,15.376889,49.705028,1985,TD_wet,CZ_0019_011_8,3
6092,907311,CZ_0019_011,9,15.376889,49.705028,2005,TD_wet,CZ_0019_011_8,3
6093,907312,CZ_0019_011,NA,15.363278,49.703806,1978,TD_wet,CZ_0019_011_9,3
6094,907313,CZ_0019_011,NA,15.363278,49.703806,1986,TD_wet,CZ_0019_011_9,3
6095,907314,CZ_0019_011,9,15.363278,49.703806,2005,TD_wet,CZ_0019_011_9,3
6196,907415,CZ_0019_014,25,14.354825,50.043194,1972,TFG,CZ_0019_014_1,2
624046,426083,CZ_0019_014,25,14.354825,50.043194,1994,TFG,CZ_0019_014_1,2
6197,907416,CZ_0019_014,20,14.355064,50.039342,1973,TFG,CZ_0019_014_2,2
624047,426084,CZ_0019_014,20,14.355064,50.039342,1994,TFG,CZ_0019_014_2,2
6198,907417,CZ_0019_014,20,14.391572,50.045231,1972,TH,CZ_0019_014_3,2
624048,426085,CZ_0019_014,20,14.391572,50.045231,1994,TH,CZ_0019_014_3,2
6199,907418,CZ_0019_014,16,14.396283,50.045839,1972,TFG,CZ_0019_014_4,2
624049,426086,CZ_0019_014,16,14.396283,50.045839,1994,TFG,CZ_0019_014_4,2
6200,907419,CZ_0019_014,16,14.4012,50.046586,1973,TH,CZ_0019_014_5,3
6201,907420,CZ_0019_014,16,14.4012,50.046586,1985,TH,CZ_0019_014_5,3
624050,426087,CZ_0019_014,16,14.4012,50.046586,1994,TH,CZ_0019_014_5,3
6202,907421,CZ_0019_014,9,14.356128,50.039936,1972,TH,CZ_0019_014_6,2
624051,426088,CZ_0019_014,9,14.356128,50.039936,1994,TH,CZ_0019_014_6,2
6203,907422,CZ_0019_014,20,14.356128,50.039936,1972,TH,CZ_0019_014_7,2
624052,426089,CZ_0019_014,20,14.356128,50.039936,1994,TH,CZ_0019_014_7,2
6204,907423,CZ_0019_014,25,14.356128,50.039936,1973,X,CZ_0019_014_8,2
624053,426090,CZ_0019_014,25,14.356128,50.039936,1994,X,CZ_0019_014_8,2
6205,907424,CZ_0019_014,20,14.391572,50.045231,1972,TH,CZ_0019_014_9,2
624054,426091,CZ_0019_014,20,14.391572,50.045231,1994,TH,CZ_0019_014_9,2
6188,907407,CZ_0019_015,NA,14.320844,50.094519,1977,TFG,CZ_0019_015_1,2
615697,417584,CZ_0019_015,NA,14.320844,50.094519,1993,TFG,CZ_0019_015_1,2
6189,907408,CZ_0019_015,NA,14.322258,50.100636,1978,TH,CZ_0019_015_2,3
615699,417586,CZ_0019_015,NA,14.322258,50.100636,1988,TH,CZ_0019_015_2,3
615698,417585,CZ_0019_015,NA,14.322258,50.100636,1993,TH,CZ_0019_015_2,3
6190,907409,CZ_0019_015,NA,14.321489,50.095131,1979,TH,CZ_0019_015_3,2
615700,417587,CZ_0019_015,NA,14.321489,50.095131,1993,TH,CZ_0019_015_3,2
6191,907410,CZ_0019_015,NA,14.321489,50.095131,1978,X,CZ_0019_015_4,3
615702,417589,CZ_0019_015,NA,14.321489,50.095131,1988,X,CZ_0019_015_4,3
615701,417588,CZ_0019_015,NA,14.321489,50.095131,1993,X,CZ_0019_015_4,3
6192,907411,CZ_0019_015,NA,14.321489,50.095131,1978,TH,CZ_0019_015_5,3
615704,417591,CZ_0019_015,NA,14.321489,50.095131,1988,TH,CZ_0019_015_5,3
615703,417590,CZ_0019_015,NA,14.321489,50.095131,1993,TH,CZ_0019_015_5,3
6193,907412,CZ_0019_015,NA,14.321489,50.095131,1978,TFG,CZ_0019_015_6,2
615705,417592,CZ_0019_015,NA,14.321489,50.095131,1993,TFG,CZ_0019_015_6,2
6225,907444,CZ_0019_018,9,14.345783,50.044239,1986,TH,CZ_0019_018_1,8
6226,907445,CZ_0019_018,9,14.345783,50.044239,1987,TH,CZ_0019_018_1,8
6227,907446,CZ_0019_018,9,14.345783,50.044239,1988,TH,CZ_0019_018_1,8
6228,907447,CZ_0019_018,9,14.345783,50.044239,1989,TH,CZ_0019_018_1,8
6229,907448,CZ_0019_018,9,14.345783,50.044239,1990,TH,CZ_0019_018_1,8
6230,907449,CZ_0019_018,9,14.345783,50.044239,1991,TH,CZ_0019_018_1,8
6231,907450,CZ_0019_018,9,14.345783,50.044239,1995,TH,CZ_0019_018_1,8
623183,425218,CZ_0019_018,9,14.345783,50.044239,1996,TH,CZ_0019_018_1,8
6232,907451,CZ_0019_018,9,14.345783,50.044239,1986,TFG,CZ_0019_018_2,8
6233,907452,CZ_0019_018,9,14.345783,50.044239,1987,TFG,CZ_0019_018_2,8
6234,907453,CZ_0019_018,9,14.345783,50.044239,1988,TFG,CZ_0019_018_2,8
6235,907454,CZ_0019_018,9,14.345783,50.044239,1989,TFG,CZ_0019_018_2,8
6236,907455,CZ_0019_018,9,14.345783,50.044239,1990,TFG,CZ_0019_018_2,8
6237,907456,CZ_0019_018,9,14.345783,50.044239,1991,TFG,CZ_0019_018_2,8
6238,907457,CZ_0019_018,9,14.345783,50.044239,1995,TFG,CZ_0019_018_2,8
623184,425219,CZ_0019_018,9,14.345783,50.044239,1996,TFG,CZ_0019_018_2,8
6246,907465,CZ_0019_018,9,14.345783,50.044239,1986,TD_mesic,CZ_0019_018_4,8
6247,907466,CZ_0019_018,9,14.345783,50.044239,1987,TD_mesic,CZ_0019_018_4,8
6248,907467,CZ_0019_018,9,14.345783,50.044239,1988,TD_mesic,CZ_0019_018_4,8
6249,907468,CZ_0019_018,9,14.345783,50.044239,1989,TD_mesic,CZ_0019_018_4,8
6250,907469,CZ_0019_018,9,14.345783,50.044239,1990,TD_mesic,CZ_0019_018_4,8
